clade_name	clade_taxid	SRR6784512_metaphlan	SRR6784531_metaphlan	SRR6784521_metaphlan	SRR6784526_metaphlan	SRR6784543_metaphlan	SRR6784517_metaphlan	SRR6784513_metaphlan	SRR6784414_metaphlan	SRR6784516_metaphlan	SRR6784403_metaphlan	SRR6784577_metaphlan	SRR6784570_metaphlan	SRR6784534_metaphlan	SRR6784595_metaphlan	SRR6784528_metaphlan	SRR6784585_metaphlan	SRR6784560_metaphlan	SRR6784561_metaphlan	SRR6784540_metaphlan	SRR6784520_metaphlan	SRR6784598_metaphlan	SRR6784574_metaphlan	SRR6784525_metaphlan	SRR6784535_metaphlan	SRR6784527_metaphlan	SRR6784553_metaphlan	SRR6784583_metaphlan	SRR6784589_metaphlan	SRR6784569_metaphlan	SRR6784510_metaphlan	SRR6784537_metaphlan	SRR6784523_metaphlan	SRR6784536_metaphlan	SRR6784566_metaphlan	SRR6784405_metaphlan	SRR6784410_metaphlan	SRR6784556_metaphlan	SRR6784576_metaphlan	SRR6784571_metaphlan	SRR6784575_metaphlan	SRR6784573_metaphlan	SRR6784578_metaphlan	SRR6784511_metaphlan	SRR6784411_metaphlan	SRR6784406_metaphlan	SRR6784544_metaphlan	SRR6784596_metaphlan	SRR6784591_metaphlan	SRR6784550_metaphlan	SRR6784552_metaphlan	SRR6784529_metaphlan	SRR6784597_metaphlan	SRR6784563_metaphlan	SRR6784514_metaphlan	SRR6784592_metaphlan	SRR6784413_metaphlan	SRR6784594_metaphlan	SRR6784568_metaphlan	SRR6784587_metaphlan	SRR6784586_metaphlan	SRR6784593_metaphlan	SRR6784567_metaphlan	SRR6784519_metaphlan	SRR6784524_metaphlan	SRR6784590_metaphlan	SRR6784515_metaphlan	SRR6784546_metaphlan	SRR6784565_metaphlan	SRR6784539_metaphlan	SRR6784582_metaphlan	SRR6784584_metaphlan	SRR6784564_metaphlan	SRR6784532_metaphlan	SRR6784580_metaphlan	SRR6784555_metaphlan	SRR6784549_metaphlan	SRR6784412_metaphlan	SRR6784542_metaphlan	SRR6784409_metaphlan	SRR6784557_metaphlan	SRR6784538_metaphlan	SRR6784562_metaphlan	SRR6784554_metaphlan	SRR6784408_metaphlan	SRR6784522_metaphlan	SRR6784559_metaphlan	SRR6784547_metaphlan	SRR6784572_metaphlan	SRR6784588_metaphlan	SRR6784581_metaphlan	SRR6784530_metaphlan	SRR6784545_metaphlan	SRR6784404_metaphlan	SRR6784558_metaphlan	SRR6784579_metaphlan	SRR6784518_metaphlan	SRR6784533_metaphlan	SRR6784548_metaphlan	SRR6784551_metaphlan	SRR6784541_metaphlan
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985	2|1239|91061|186826|1300|1357|1358|	22424.0	0	1839.0	28401.0	5892.0	1364.0	5706.0	0	0	0	0	145.0	0	0	12976.0	811.0	0	2143.0	35949.0	1547.0	0	2032.0	0	0	0	0	3798.0	0	3338.0	6299.0	0	0	0	0	501.0	0	0	21598.0	1640.0	0	2591.0	0	0	58.0	28301.0	7989.0	58.0	0	0	0	21571.0	0	0	0	0	0	798.0	0	0	0	0	0	0	0	1893.0	0	0	287.0	19523.0	0	0	0	33181.0	0	1571.0	0	0	127765.0	0	0	9870.0	733.0	0	0	778.0	0	0	0	0	0	5366.0	0	0	0	0	0	27860.0	0	0	1055.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_piscium	2|1239|91061|186826|1300|1357|1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.0	0	0	0	0	0	0	0	0	0	0	0	0	205.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_piscium|t__SGB7987	2|1239|91061|186826|1300|1357|1364|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.0	0	0	0	0	0	0	0	0	0	0	0	0	205.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis	2|1239|91061|186826|1300|1357|1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis|t__SGB7989	2|1239|91061|186826|1300|1357|1366|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	2|1239|91061|186826|1300|1301	7105.0	8841.0	17754.0	57475.0	7972.0	18647.0	16106.0	0	435.0	23920.0	6249.0	37934.0	416.0	32030.0	26403.0	1918.0	68495.0	4008.0	55702.0	10981.0	0	37433.0	49765.0	99883.0	5380.0	12632.0	50456.0	0	44659.0	16627.0	166963.0	2634.0	32740.0	1106811.0	48361.0	0	4024.0	36956.0	7750.0	790.0	1584.0	10219.0	4698.0	618.0	115041.0	23628.0	14521.0	0	3062.0	234.0	18698.0	0	10904.0	4965.0	26120.0	3319.0	342.0	0	32400.0	25174.0	32037.0	973.0	1234.0	120467.0	25924.0	5950.0	0	14842.0	3507010.0	4093.0	148.0	1068.0	63441.0	255.0	46241.0	8214.0	7466.0	39174.0	7703.0	3814.0	136695.0	8186.0	3252.0	333.0	3101.0	4272.0	59842.0	249103.0	1589.0	13933.0	17737.0	11489.0	11279.0	303.0	16240.0	21808.0	38687.0	526.0	2040.0	15833.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	2|1239|91061|186826|1300|1301|1328	412.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45727.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119.0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__SGB8028_group	2|1239|91061|186826|1300|1301|1328|	412.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45727.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119.0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	2|1239|91061|186826|1300|1301|76860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2178.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__SGB8026	2|1239|91061|186826|1300|1301|76860|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2178.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	2|1239|91061|186826|1300|1301|45634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus|t__SGB8031	2|1239|91061|186826|1300|1301|45634|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	2|1239|91061|186826|1300|1301|1302	0	0	0	4426.0	0	0	0	0	0	3096.0	0	0	0	0	980.0	0	692.0	0	0	0	0	0	574.0	0	0	0	0	0	234.0	0	0	0	938.0	9657.0	0	0	0	0	0	0	0	0	0	0	0	565.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8828.0	0	0	0	0	94367.0	0	0	0	0	0	0	0	0	5123.0	0	0	441.0	0	0	0	0	0	252.0	0	0	0	0	0	0	0	0	0	5783.0	0	0	403.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii|t__SGB8053	2|1239|91061|186826|1300|1301|1302|	0	0	0	4426.0	0	0	0	0	0	3096.0	0	0	0	0	980.0	0	692.0	0	0	0	0	0	574.0	0	0	0	0	0	234.0	0	0	0	938.0	9657.0	0	0	0	0	0	0	0	0	0	0	0	565.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8828.0	0	0	0	0	94367.0	0	0	0	0	0	0	0	0	5123.0	0	0	441.0	0	0	0	0	0	252.0	0	0	0	0	0	0	0	0	0	5783.0	0	0	403.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	2|1239|91061|186826|1300|1301|68892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.0	0	0	0	0	527.0	7067.0	0	0	0	0	0	0	0	0	0	0	10778.0	876.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5615.0	0	0	0	311.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.0	0	0	0	0	0	0	0	0	67.0	0	0	66.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__SGB8095	2|1239|91061|186826|1300|1301|68892|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.0	0	0	0	0	527.0	7067.0	0	0	0	0	0	0	0	0	0	0	10778.0	876.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5615.0	0	0	0	311.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.0	0	0	0	0	0	0	0	0	67.0	0	0	66.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	2|1239|91061|186826|1300|1301|1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1623.0	0	0	0	0	0	0	0	0	0	0	0	0	1071.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius|t__SGB8025	2|1239|91061|186826|1300|1301|1338|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1623.0	0	0	0	0	0	0	0	0	0	0	0	0	1071.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	2|1239|91061|186826|1300|1301|150055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42299.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis|t__SGB8021	2|1239|91061|186826|1300|1301|150055|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42299.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	2|1239|91061|186826|1300|1301|28037	332.0	0	0	187.0	0	0	0	0	0	0	0	0	0	0	1696.0	0	1187.0	0	2233.0	0	0	2381.0	16593.0	0	0	0	0	0	0	0	0	83.0	0	7940.0	3546.0	0	0	2001.0	0	0	0	154.0	0	0	0	0	0	0	0	0	653.0	0	0	0	0	224.0	0	0	73.0	3204.0	0	0	0	34511.0	0	0	0	855.0	3894.0	0	0	66.0	0	0	69.0	953.0	0	0	0	0	0	601.0	0	0	0	0	622.0	734.0	0	0	0	78.0	148.0	0	0	1321.0	6754.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8091	2|1239|91061|186826|1300|1301|28037|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	691.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27337.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8163	2|1239|91061|186826|1300|1301|28037|	332.0	0	0	187.0	0	0	0	0	0	0	0	0	0	0	1005.0	0	1187.0	0	2233.0	0	0	2381.0	16593.0	0	0	0	0	0	0	0	0	83.0	0	7940.0	3546.0	0	0	2001.0	0	0	0	154.0	0	0	0	0	0	0	0	0	653.0	0	0	0	0	224.0	0	0	73.0	3204.0	0	0	0	7174.0	0	0	0	855.0	3894.0	0	0	66.0	0	0	69.0	953.0	0	0	0	0	0	601.0	0	0	0	0	622.0	734.0	0	0	0	78.0	148.0	0	0	1321.0	6578.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	2|1239|91061|186826|1300|1301|1309	0	0	0	0	0	0	0	0	0	0	728.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2489.0	0	0	0	0	0	0	0	0	0	0	0	0	1942.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27959.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans|t__SGB8000	2|1239|91061|186826|1300|1301|1309|	0	0	0	0	0	0	0	0	0	0	728.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2489.0	0	0	0	0	0	0	0	0	0	0	0	0	1942.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27959.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	2|1239|91061|186826|1300|1301|1303	733.0	0	0	0	0	0	0	0	0	153.0	0	0	0	0	1310.0	0	0	0	0	0	0	146.0	0	0	0	0	0	0	0	0	0	0	0	44627.0	141.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2451.0	0	0	0	0	3146.0	0	0	0	0	0	272.0	0	0	0	0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis|t__SGB8130	2|1239|91061|186826|1300|1301|1303|	733.0	0	0	0	0	0	0	0	0	153.0	0	0	0	0	1310.0	0	0	0	0	0	0	146.0	0	0	0	0	0	0	0	0	0	0	0	44627.0	141.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2451.0	0	0	0	0	3146.0	0	0	0	0	0	272.0	0	0	0	0	0	0	0	0	0	0	0	1309.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	2|1239|91061|186826|1300|1301|1318	2976.0	79.0	11537.0	24031.0	1558.0	99.0	0	0	0	4764.0	0	103.0	416.0	0	4858.0	0	14287.0	393.0	3988.0	0	0	3850.0	4072.0	56683.0	2094.0	0	561.0	0	8708.0	53.0	1686.0	0	1740.0	375159.0	3731.0	0	843.0	2305.0	0	0	1284.0	2881.0	456.0	0	20732.0	5693.0	3084.0	0	0	0	961.0	0	0	1093.0	2659.0	688.0	0	0	2306.0	1355.0	12888.0	0	71.0	16181.0	233.0	2177.0	0	49.0	1223869.0	351.0	74.0	853.0	25739.0	0	1178.0	1972.0	0	5280.0	3278.0	126.0	26085.0	0	0	0	284.0	228.0	27686.0	65783.0	0	0	7168.0	200.0	5183.0	0	3944.0	3428.0	16810.0	0	0	3689.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__SGB8071	2|1239|91061|186826|1300|1301|1318|	2976.0	79.0	11537.0	24031.0	1558.0	99.0	0	0	0	4764.0	0	103.0	416.0	0	4858.0	0	14287.0	393.0	3988.0	0	0	3850.0	4072.0	56683.0	2094.0	0	561.0	0	8708.0	53.0	1686.0	0	1740.0	375159.0	3731.0	0	843.0	2305.0	0	0	1284.0	2881.0	456.0	0	20732.0	5693.0	3084.0	0	0	0	961.0	0	0	1093.0	2659.0	688.0	0	0	2306.0	1355.0	12888.0	0	71.0	16181.0	233.0	2177.0	0	49.0	1223869.0	351.0	74.0	853.0	25739.0	0	1178.0	1972.0	0	5280.0	3278.0	126.0	26085.0	0	0	0	284.0	228.0	27686.0	65783.0	0	0	7168.0	200.0	5183.0	0	3944.0	3428.0	16810.0	0	0	3689.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris	2|1239|91061|186826|1300|1301|68891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris|t__SGB8084	2|1239|91061|186826|1300|1301|68891|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae	2|1239|91061|186826|1300|1301|1313	510.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB8138	2|1239|91061|186826|1300|1301|1313|	510.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri	2|1239|91061|186826|1300|1301|1234680	0	4399.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578.0	5456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_rubneri|t__SGB8056	2|1239|91061|186826|1300|1301|1234680|	0	4399.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578.0	5456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	2|1239|91061|186826|1300|1301|1304	0	4121.0	4869.0	9250.0	6414.0	0	9276.0	0	435.0	10388.0	273.0	1532.0	0	6325.0	6745.0	1918.0	42082.0	3615.0	3208.0	706.0	0	10582.0	3863.0	1988.0	1942.0	0	3961.0	0	33633.0	266.0	12600.0	0	5775.0	562755.0	38592.0	0	3181.0	6061.0	425.0	0	300.0	6789.0	4242.0	150.0	79247.0	7977.0	8424.0	0	3062.0	234.0	2255.0	0	97.0	3701.0	23461.0	1657.0	342.0	0	8985.0	4325.0	14272.0	973.0	1163.0	757.0	0	3773.0	0	514.0	1818160.0	186.0	74.0	149.0	5064.0	0	0	1945.0	718.0	3725.0	4425.0	2079.0	110169.0	693.0	0	0	1438.0	4044.0	28940.0	0	1589.0	2595.0	5224.0	7851.0	4683.0	303.0	8502.0	1623.0	3639.0	0	499.0	8120.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__SGB8007_group	2|1239|91061|186826|1300|1301|1304|	0	4121.0	4869.0	9250.0	6414.0	0	9276.0	0	435.0	10388.0	273.0	1532.0	0	6325.0	6745.0	1918.0	42082.0	3615.0	3208.0	706.0	0	10582.0	3863.0	1988.0	1942.0	0	3961.0	0	33633.0	266.0	12600.0	0	5775.0	562755.0	38592.0	0	3181.0	6061.0	425.0	0	300.0	6789.0	4242.0	150.0	79247.0	7977.0	8424.0	0	3062.0	234.0	2255.0	0	97.0	3701.0	23461.0	1657.0	342.0	0	8985.0	4325.0	14272.0	973.0	1163.0	757.0	0	3773.0	0	514.0	1818160.0	186.0	74.0	149.0	5064.0	0	0	1945.0	718.0	3725.0	4425.0	2079.0	110169.0	693.0	0	0	1438.0	4044.0	28940.0	0	1589.0	2595.0	5224.0	7851.0	4683.0	303.0	8502.0	1623.0	3639.0	0	499.0	8120.0
